age,gender,adopt2fa,aware2fa,status2fa,education,agegroup,location,income
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
23,female,no,no,no awareness,college degree,20-29,Bali & NT,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
18,female,no,yes,skip 2fa,no college,13-19,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Papua & Moluccas,middle
19,female,no,yes,skip 2fa,no college,13-19,Sumatra,middle
26,male,yes,yes,use 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
20,male,yes,yes,use 2fa,college degree,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
19,male,no,yes,skip 2fa,no college,13-19,Java,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Sumatra,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
28,male,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
39,female,no,no,no awareness,college degree,30-49,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sumatra,middle
23,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
26,male,no,yes,skip 2fa,college degree,20-29,Java,middle
24,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,college degree,20-29,Borneo,middle
20,male,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Bali & NT,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,male,no,yes,skip 2fa,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
23,female,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
24,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
23,male,no,yes,skip 2fa,no college,20-29,Sulawesi,middle
23,female,no,no,no awareness,no college,20-29,Sulawesi,middle
22,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
20,female,no,no,no awareness,no college,20-29,Borneo,middle
25,female,no,no,no awareness,college degree,20-29,Sumatra,middle
21,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,college degree,20-29,Java,middle
26,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
17,female,yes,yes,use 2fa,college degree,13-19,Java,middle
37,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
40,female,no,no,no awareness,college degree,30-49,Java,middle
23,male,no,no,no awareness,no college,20-29,Sumatra,middle
24,female,no,no,no awareness,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
25,male,no,no,no awareness,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
23,male,no,no,no awareness,no college,20-29,Borneo,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,college degree,20-29,Java,middle
38,male,yes,yes,use 2fa,college degree,30-49,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,college degree,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
25,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Sulawesi,middle
25,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
28,male,no,no,no awareness,college degree,20-29,Java,middle
28,male,yes,yes,use 2fa,no college,20-29,Java,middle
26,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
25,female,no,no,no awareness,no college,20-29,Bali & NT,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,college degree,20-29,Java,middle
28,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Sumatra,middle
19,female,no,no,no awareness,college degree,13-19,Sumatra,middle
22,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
21,female,no,yes,skip 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
21,female,no,no,no awareness,college degree,20-29,Java,middle
26,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Bali & NT,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
18,male,no,yes,skip 2fa,no college,13-19,Java,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
29,female,no,yes,skip 2fa,college degree,20-29,Borneo,middle
18,female,no,no,no awareness,no college,13-19,Java,middle
17,female,no,yes,skip 2fa,no college,13-19,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
50,male,no,no,no awareness,college degree,50+,Sulawesi,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
24,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
21,female,no,yes,skip 2fa,college degree,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sumatra,middle
26,female,no,yes,skip 2fa,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
29,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,male,no,yes,skip 2fa,college degree,20-29,Java,middle
48,female,no,no,no awareness,college degree,30-49,Borneo,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Sumatra,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
28,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
23,male,no,no,no awareness,college degree,20-29,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,female,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
32,female,no,yes,skip 2fa,college degree,30-49,Sumatra,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
23,male,yes,yes,use 2fa,college degree,20-29,Java,middle
23,male,yes,yes,use 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
26,male,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
26,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Sumatra,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
54,male,no,no,no awareness,college degree,50+,Sulawesi,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
21,male,no,yes,skip 2fa,no college,20-29,Java,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
19,male,yes,yes,use 2fa,college degree,13-19,Java,middle
26,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
22,female,no,no,no awareness,no college,20-29,Sulawesi,middle
24,female,no,no,no awareness,college degree,20-29,Borneo,middle
37,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
17,female,no,no,no awareness,no college,13-19,Java,middle
32,female,no,no,no awareness,no college,30-49,Sumatra,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,female,no,no,no awareness,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
28,male,yes,yes,use 2fa,college degree,20-29,Java,middle
17,female,yes,yes,use 2fa,no college,13-19,Java,middle
42,male,no,no,no awareness,college degree,30-49,Sulawesi,middle
28,female,no,yes,skip 2fa,college degree,20-29,Java,middle
18,male,yes,yes,use 2fa,no college,13-19,Sulawesi,middle
51,female,no,no,no awareness,college degree,50+,Sulawesi,middle
24,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
29,female,no,no,no awareness,college degree,20-29,Java,middle
37,female,no,yes,skip 2fa,college degree,30-49,Sulawesi,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
19,male,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
24,male,no,no,no awareness,no college,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,no,no,no awareness,no college,20-29,Sulawesi,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
25,male,no,yes,skip 2fa,college degree,20-29,Java,middle
21,male,no,yes,skip 2fa,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
37,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,middle
19,female,no,yes,skip 2fa,no college,13-19,Borneo,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
29,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
17,male,yes,yes,use 2fa,no college,13-19,Bali & NT,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
26,male,yes,yes,use 2fa,college degree,20-29,Borneo,middle
18,female,no,no,no awareness,no college,13-19,Sumatra,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
40,male,no,no,no awareness,college degree,30-49,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Sulawesi,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
24,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
30,male,no,yes,skip 2fa,college degree,30-49,Java,middle
22,male,no,no,no awareness,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
37,female,no,no,no awareness,college degree,30-49,Java,middle
42,female,no,no,no awareness,college degree,30-49,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
33,female,no,yes,skip 2fa,no college,30-49,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Sulawesi,middle
19,male,yes,yes,use 2fa,no college,13-19,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Sulawesi,middle
28,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
25,male,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
29,female,no,no,no awareness,college degree,20-29,Borneo,middle
21,male,yes,yes,use 2fa,college degree,20-29,Java,middle
22,male,no,no,no awareness,college degree,20-29,Java,middle
25,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
29,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
37,female,yes,yes,use 2fa,college degree,30-49,Sulawesi,middle
23,male,no,no,no awareness,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
28,male,no,no,no awareness,college degree,20-29,Bali & NT,middle
17,female,no,no,no awareness,no college,13-19,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Bali & NT,middle
21,male,no,yes,skip 2fa,no college,20-29,Borneo,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
33,male,no,yes,skip 2fa,college degree,30-49,Sulawesi,middle
19,male,no,yes,skip 2fa,no college,13-19,Java,middle
19,male,yes,yes,use 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
28,female,yes,yes,use 2fa,college degree,20-29,Borneo,middle
22,male,yes,yes,use 2fa,no college,20-29,Borneo,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,no,no,no awareness,college degree,20-29,Java,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,college degree,20-29,Java,middle
53,female,no,no,no awareness,college degree,50+,Bali & NT,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
27,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
22,male,no,yes,skip 2fa,no college,20-29,Java,middle
38,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
21,female,no,no,no awareness,college degree,20-29,Bali & NT,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
35,female,yes,yes,use 2fa,college degree,30-49,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
29,female,no,no,no awareness,college degree,20-29,Java,middle
28,male,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
33,male,yes,yes,use 2fa,college degree,30-49,Java,middle
20,male,no,no,no awareness,college degree,20-29,Java,middle
28,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
25,male,no,yes,skip 2fa,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Borneo,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Borneo,middle
22,female,no,no,no awareness,college degree,20-29,Bali & NT,middle
23,female,no,no,no awareness,college degree,20-29,Java,middle
24,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
26,male,no,yes,skip 2fa,college degree,20-29,Java,middle
34,male,no,no,no awareness,college degree,30-49,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
29,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Java,middle
56,female,no,no,no awareness,college degree,50+,Sulawesi,middle
23,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
36,male,no,no,no awareness,college degree,30-49,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
28,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,male,no,yes,skip 2fa,no college,20-29,Sulawesi,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
28,male,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
40,female,no,no,no awareness,college degree,30-49,Borneo,middle
22,female,no,no,no awareness,no college,20-29,Sulawesi,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Java,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,male,no,no,no awareness,no college,20-29,Bali & NT,middle
25,female,yes,yes,use 2fa,college degree,20-29,Borneo,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
40,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
27,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
23,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
50,female,no,no,no awareness,college degree,50+,Sulawesi,middle
21,female,no,no,no awareness,college degree,20-29,Sumatra,middle
18,female,no,no,no awareness,no college,13-19,Sumatra,middle
19,female,no,no,no awareness,college degree,13-19,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
37,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
20,male,no,yes,skip 2fa,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
58,male,no,no,no awareness,college degree,50+,Java,middle
23,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
19,male,yes,yes,use 2fa,no college,13-19,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
19,male,no,no,no awareness,no college,13-19,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
22,male,no,yes,skip 2fa,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
40,female,no,no,no awareness,college degree,30-49,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
24,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
24,female,no,yes,skip 2fa,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
18,female,no,no,no awareness,no college,13-19,Sumatra,middle
33,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
25,male,no,no,no awareness,college degree,20-29,Java,middle
26,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
27,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
27,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
26,male,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
28,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
28,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Borneo,middle
26,female,yes,yes,use 2fa,college degree,20-29,Java,middle
24,female,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
20,male,yes,yes,use 2fa,no college,20-29,Bali & NT,middle
27,male,no,no,no awareness,college degree,20-29,Sulawesi,middle
26,female,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
26,male,no,yes,skip 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,male,no,no,no awareness,no college,20-29,Java,middle
26,female,no,yes,skip 2fa,college degree,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
27,male,no,no,no awareness,college degree,20-29,Java,middle
23,female,yes,yes,use 2fa,no college,20-29,Sulawesi,middle
27,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,female,no,yes,skip 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
23,male,no,no,no awareness,college degree,20-29,Java,middle
36,male,no,yes,skip 2fa,college degree,30-49,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
24,male,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Bali & NT,middle
20,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,college degree,20-29,Java,middle
39,female,no,no,no awareness,college degree,30-49,Borneo,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
31,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
38,female,no,yes,skip 2fa,college degree,30-49,Sulawesi,middle
17,female,yes,yes,use 2fa,no college,13-19,Borneo,middle
24,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
